post_id,influencer_id,post_datetime,content_type,post_format,follower_count,authority_log,verified,total_posts,highly_active_influencer,mean_days_between_posts,frequency_of_posts_per_month,log_of_frequency_of_posts_per_month,influencer_score,Rank,account_age_years,early_window_mins,early_likes,early_comments,early_shares,early_total_engagement,early_engagement_velocity,early_comment_share_ratio,persuasive_power_index,reach,impressions,impressions_per_reach,exposure_persistence_hours,reach_growth_rate,algorithmic_amplification_index,very_high_reach,post_early_likes,post_early_comments,post_early_shares,post_early_total_engagement,link_clicks,saves,profile_visits,click_through_rate,save_rate,engagement_success_index,low_effort_engagement,high_effort_engagement,high_enough_reach,spike_indicator,likes_spike_indicator,post_success_score,Early_and_total_likes,reach_to_follower_ratio,total_likes,sustained_engagement
9243.0,428.0,2024-10-29 00:00:00,informational,carousel,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,90.0,3.0,8.0,101.0,1.683333333,0.444444444,-0.011818622,9243.0,20944.0,2.266,4.8,0.164,-0.206826818,0.0,90.0,4.0,0.0,94.0,4.0,3.0,1.0,0.000433,0.000325,1.188101112,90.0,8.0,0.0,1.07447,1.0,0.009737098,True,0.1565,180.0,0
244.0,428.0,2025-04-29 00:00:00,informational,image,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,131.0,8.0,6.0,145.0,2.416666667,1.285714286,0.43080067,15001.0,27399.0,1.826,5.84,0.206,0.280807086,0.0,131.0,0.0,2.0,133.0,3.0,5.0,1.0,0.0002,0.000333,1.300257785,131.0,9.0,0.0,1.09023,1.0,0.008732751,True,0.2541,262.0,0
2731.0,428.0,2025-01-06 00:00:00,experiential,carousel,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,153.0,7.0,8.0,168.0,2.8,0.888888889,0.640929812,23499.0,23499.0,1.0,5.8,0.1,0.236787173,0.0,172.0,11.0,5.0,188.0,3.0,1.0,0.0,0.000128,4.3e-05,0.429059979,172.0,4.0,0.0,0.89362,0.8895349,0.00731946,False,0.398,325.0,0
580.0,428.0,2024-05-29 00:00:00,experiential,video,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,82.0,4.0,3.0,89.0,1.483333333,1.25,-0.24635504,11346.0,19740.0,1.74,7.65,0.177,0.395317028,0.0,82.0,4.0,3.0,89.0,4.0,0.0,3.0,0.000353,0.0,0.563306637,82.0,7.0,0.0,1.0,1.0,0.007227217,True,0.1922,164.0,0
4118.0,428.0,2025-11-20 00:00:00,informational,image,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,78.0,9.0,4.0,91.0,1.516666667,2.0,-0.014409253,16453.0,31624.0,1.922,4.91,0.242,0.160172086,0.0,115.0,3.0,0.0,118.0,8.0,0.0,4.0,0.000486,0.0,0.978408471,115.0,12.0,0.0,0.77119,0.6782609,0.006989607,False,0.2787,193.0,0
7387.0,428.0,2024-10-20 00:00:00,informational,image,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,56.0,17.0,5.0,78.0,1.3,3.0,0.212290734,23975.0,43618.0,1.819,5.51,0.248,0.570319798,0.0,152.0,0.0,1.0,153.0,1.0,0.0,1.0,4.2e-05,0.0,-0.188300109,152.0,2.0,0.0,0.5098,0.3684211,0.006339937,False,0.406,208.0,1
6963.0,428.0,2024-10-14 00:00:00,experiential,carousel,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,187.0,17.0,4.0,208.0,3.466666667,3.6,1.162172348,38087.0,53666.0,1.409,5.4,0.224,0.73685646,0.0,241.0,5.0,0.0,246.0,3.0,0.0,0.0,7.9e-05,0.0,0.011763486,241.0,3.0,0.0,0.84553,0.7759336,0.006327618,False,0.6451,428.0,0
5525.0,428.0,2025-09-13 00:00:00,informational,image,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,60.0,6.0,8.0,74.0,1.233333333,0.777777778,-0.108063434,14035.0,25606.0,1.824,6.15,0.128,0.297038979,0.0,60.0,1.0,3.0,64.0,2.0,1.0,6.0,0.000143,7.1e-05,0.847930721,60.0,9.0,0.0,1.15625,1.0,0.004275027,True,0.2377,120.0,0
8163.0,428.0,2025-06-07 00:00:00,experiential,image,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,379.0,26.0,4.0,409.0,6.816666667,5.4,3.011914686,117987.0,155867.0,1.321,5.07,0.283,1.503667917,1.0,379.0,2.0,1.0,382.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,379.0,0.0,0.0,1.07068,1.0,0.003212218,True,1.9983,758.0,0
1478.0,428.0,2024-11-26 00:00:00,experiential,image,59045.0,10.98605514,0.0,13.0,0.0,48.0,0.54,-0.61,10.37,164.0,7.08,60.0,89.0,24.0,3.0,116.0,1.933333333,6.25,0.681745829,35256.0,37352.0,1.059,6.11,0.218,0.661159324,0.0,89.0,6.0,1.0,96.0,1.0,1.0,3.0,2.8e-05,2.8e-05,0.438794896,89.0,5.0,0.0,1.20833,1.0,0.002524393,True,0.5971,178.0,0
6449.0,208.0,2025-02-02 00:00:00,promotional,carousel,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,40.0,9.0,3.0,52.0,0.866666667,2.5,-0.346097053,12268.0,23855.0,1.944,6.07,0.258,0.217692973,0.0,405.0,3.0,1.0,409.0,0.0,5.0,1.0,0.0,0.000408,0.480533571,405.0,6.0,0.0,0.12714,0.0987654,0.033012716,False,0.2468,445.0,1
7182.0,208.0,2025-12-07 00:00:00,promotional,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,153.0,4.0,1.0,158.0,2.633333333,2.5,0.205007252,4926.0,9452.0,1.919,5.99,0.27,-0.528697698,0.0,153.0,6.0,3.0,162.0,3.0,1.0,1.0,0.000609,0.000203,0.638858491,153.0,5.0,0.0,0.97531,1.0,0.031059683,True,0.0991,306.0,0
5877.0,208.0,2025-08-13 00:00:00,promotional,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,8.0,12.0,1.0,21.0,0.35,6.5,-0.544556893,6220.0,11925.0,1.917,6.57,0.047,-0.220541221,0.0,185.0,12.0,1.0,198.0,12.0,5.0,1.0,0.001929,0.000804,1.99720359,185.0,18.0,0.0,0.10606,0.0432432,0.029742765,False,0.1251,193.0,1
2735.0,208.0,2024-06-30 00:00:00,experiential,carousel,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,31.0,17.0,3.0,51.0,0.85,4.5,-0.064339066,8409.0,10135.0,1.205,5.69,0.204,-0.484730794,0.0,224.0,7.0,1.0,232.0,2.0,2.0,1.0,0.000238,0.000238,0.712853148,224.0,5.0,0.0,0.21983,0.1383929,0.026638126,False,0.1692,255.0,1
7732.0,208.0,2024-02-15 00:00:00,experiential,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,164.0,4.0,2.0,170.0,2.833333333,1.666666667,0.331947276,13870.0,21253.0,1.532,5.42,0.158,0.000484968,0.0,342.0,13.0,0.0,355.0,0.0,1.0,0.0,0.0,7.2e-05,-0.390664234,342.0,1.0,0.0,0.47887,0.4795322,0.024657534,False,0.2791,506.0,1
668.0,208.0,2024-06-17 00:00:00,experiential,carousel,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,279.0,0.0,3.0,282.0,4.7,0.25,1.072541779,12383.0,12383.0,1.0,7.66,0.177,0.110682955,0.0,279.0,3.0,1.0,283.0,1.0,0.0,3.0,8.1e-05,0.0,0.021498403,279.0,4.0,0.0,0.99647,1.0,0.022530889,True,0.2491,558.0,0
1251.0,208.0,2024-11-10 00:00:00,informational,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,135.0,7.0,9.0,151.0,2.516666667,0.8,0.547955558,7529.0,12161.0,1.615,6.67,0.179,-0.167058819,0.0,135.0,2.0,6.0,143.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,135.0,0.0,0.0,1.05594,1.0,0.017930668,True,0.1515,270.0,0
1846.0,208.0,2025-10-26 00:00:00,informational,video,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,122.0,3.0,0.0,125.0,2.083333333,4.0,-0.117348697,8691.0,9979.0,1.148,6.04,0.14,-0.409025204,0.0,150.0,2.0,0.0,152.0,2.0,2.0,0.0,0.00023,0.00023,0.503054636,150.0,4.0,0.0,0.82237,0.8133333,0.017259234,False,0.1749,272.0,0
8306.0,208.0,2024-05-26 00:00:00,informational,video,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,26.0,4.0,3.0,33.0,0.55,1.25,-0.671017094,3419.0,5494.0,1.607,5.54,0.177,-1.042612454,0.0,44.0,3.0,1.0,48.0,1.0,0.0,0.0,0.000292,0.0,-0.398098621,44.0,1.0,0.0,0.6875,0.5909091,0.01286926,False,0.0688,70.0,0
9049.0,208.0,2024-10-04 00:00:00,informational,video,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,120.0,4.0,8.0,132.0,2.2,0.555555556,0.259429813,13397.0,24893.0,1.858,5.91,0.192,0.219592688,0.0,120.0,6.0,2.0,128.0,9.0,1.0,1.0,0.000672,7.5e-05,1.180666725,120.0,11.0,0.0,1.03125,1.0,0.008957229,True,0.2696,240.0,0
4645.0,208.0,2024-07-28 00:00:00,promotional,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,191.0,4.0,0.0,195.0,3.25,5.0,0.449646526,25110.0,34290.0,1.366,6.17,0.134,0.566217021,0.0,191.0,7.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,191.0,0.0,0.0,0.98485,1.0,0.007606531,True,0.5052,382.0,0
9655.0,208.0,2024-03-07 00:00:00,experiential,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,53.0,3.0,0.0,56.0,0.933333333,4.0,-0.640593014,10079.0,23221.0,2.304,5.43,0.074,0.035108545,0.0,53.0,8.0,0.0,61.0,3.0,0.0,7.0,0.000298,0.0,0.641159022,53.0,10.0,0.0,0.91803,1.0,0.005258458,True,0.2028,106.0,0
6295.0,208.0,2025-10-13 00:00:00,experiential,carousel,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,54.0,13.0,5.0,72.0,1.2,2.333333333,0.02212061,10286.0,11784.0,1.146,4.59,0.183,-0.638897709,0.0,54.0,8.0,2.0,64.0,1.0,0.0,2.0,9.7e-05,0.0,-0.065575847,54.0,3.0,0.0,1.125,1.0,0.005249854,True,0.207,108.0,0
9031.0,208.0,2024-11-19 00:00:00,experiential,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,174.0,9.0,8.0,191.0,3.183333333,1.111111111,0.887679894,33440.0,46020.0,1.376,7.99,0.209,1.151520362,0.0,174.0,4.0,4.0,182.0,0.0,0.0,2.0,0.0,0.0,-0.475437954,174.0,2.0,0.0,1.04945,1.0,0.005203349,True,0.6728,348.0,0
8589.0,208.0,2025-02-15 00:00:00,experiential,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,103.0,16.0,17.0,136.0,2.266666667,0.944444444,1.047243783,22054.0,42061.0,1.907,5.58,0.148,0.554044576,0.0,103.0,4.0,4.0,111.0,2.0,1.0,11.0,9.1e-05,4.5e-05,1.011071633,103.0,14.0,0.0,1.22523,1.0,0.004670355,True,0.4437,206.0,0
5302.0,208.0,2024-04-10 00:00:00,informational,carousel,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,33.0,3.0,5.0,41.0,0.683333333,0.666666667,-0.574636717,7662.0,15520.0,2.026,6.33,0.031,-0.067858062,0.0,33.0,0.0,1.0,34.0,6.0,1.0,6.0,0.000783,0.000131,1.348943054,33.0,13.0,0.0,1.20588,1.0,0.004306969,True,0.1542,66.0,0
7857.0,208.0,2024-11-07 00:00:00,experiential,carousel,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,22.0,7.0,2.0,31.0,0.516666667,2.666666667,-0.613621645,11528.0,16627.0,1.442,6.95,0.142,0.149717593,0.0,22.0,3.0,1.0,26.0,1.0,6.0,0.0,8.7e-05,0.00052,0.773400744,22.0,7.0,0.0,1.19231,1.0,0.001908397,True,0.2319,44.0,0
8516.0,208.0,2024-11-28 00:00:00,informational,image,49701.0,10.81378033,0.0,18.0,0.0,37.0,0.75,-0.29,10.53,188.0,4.52,60.0,18.0,12.0,3.0,33.0,0.55,3.25,-0.381675857,26110.0,38226.0,1.464,5.79,0.249,0.556982795,0.0,21.0,2.0,2.0,25.0,1.0,6.0,4.0,3.8e-05,0.00023,1.260537803,21.0,11.0,0.0,1.32,0.8571429,0.00080429,False,0.5253,39.0,0
2099.0,796.0,2024-10-18 00:00:00,promotional,image,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,53.0,3.0,0.0,56.0,0.933333333,4.0,-0.640593014,11906.0,24831.0,2.086,6.69,0.173,0.375507429,0.0,264.0,1.0,1.0,266.0,1.0,0.0,5.0,8.4e-05,0.0,0.144222665,264.0,6.0,0.0,0.21053,0.2007576,0.022173694,False,0.1397,317.0,1
5557.0,796.0,2024-09-16 00:00:00,experiential,image,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,119.0,13.0,10.0,142.0,2.366666667,1.272727273,0.732653239,14951.0,35890.0,2.401,6.21,0.298,0.555448589,0.0,298.0,2.0,0.0,300.0,1.0,1.0,3.0,6.7e-05,6.7e-05,0.438794896,298.0,5.0,0.0,0.47333,0.3993289,0.019931777,False,0.1754,417.0,1
1697.0,796.0,2024-10-15 00:00:00,promotional,image,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,21.0,23.0,9.0,53.0,0.883333333,2.4,0.383479437,14443.0,22869.0,1.583,4.61,0.141,-0.157107339,0.0,241.0,14.0,1.0,256.0,4.0,0.0,1.0,0.000277,0.0,0.353508125,241.0,5.0,0.0,0.20703,0.0871369,0.016686284,False,0.1695,262.0,1
815.0,796.0,2025-06-02 00:00:00,promotional,image,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,19.0,7.0,0.0,26.0,0.433333333,8.0,-0.723419924,4497.0,6679.0,1.485,4.56,0.071,-1.133606334,0.0,57.0,1.0,0.0,58.0,7.0,1.0,3.0,0.001557,0.000222,1.25851911,57.0,11.0,0.0,0.44828,0.3333333,0.012675117,False,0.0528,76.0,1
6495.0,796.0,2025-09-11 00:00:00,experiential,image,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,77.0,4.0,2.0,83.0,1.383333333,1.666666667,-0.327795558,19188.0,27503.0,1.433,7.12,0.156,0.580500387,0.0,172.0,1.0,1.0,174.0,4.0,1.0,8.0,0.000208,5.2e-05,1.226051655,172.0,13.0,0.0,0.47701,0.4476744,0.008963936,False,0.2251,249.0,1
9539.0,796.0,2025-07-07 00:00:00,experiential,image,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,135.0,3.0,4.0,142.0,2.366666667,0.8,0.155330619,18474.0,37608.0,2.036,6.55,0.245,0.675892137,0.0,135.0,1.0,0.0,136.0,0.0,1.0,1.0,0.0,5.4e-05,-0.180865722,135.0,2.0,0.0,1.04412,1.0,0.007307567,True,0.2167,270.0,0
8066.0,796.0,2025-09-20 00:00:00,informational,video,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,43.0,10.0,7.0,60.0,1.0,1.375,-0.105499341,12572.0,18126.0,1.442,6.11,0.169,0.042929376,0.0,62.0,2.0,0.0,64.0,1.0,0.0,1.0,8e-05,0.0,-0.188300109,62.0,2.0,0.0,0.9375,0.6935484,0.004931594,False,0.1475,105.0,0
2757.0,796.0,2025-09-27 00:00:00,experiential,carousel,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,126.0,16.0,12.0,154.0,2.566666667,1.307692308,1.00403724,26598.0,37682.0,1.417,5.88,0.31,0.570762244,0.0,126.0,0.0,0.0,126.0,2.0,0.0,2.0,7.5e-05,0.0,0.174178116,126.0,4.0,0.0,1.22222,1.0,0.004737198,True,0.3121,252.0,0
2231.0,796.0,2024-07-19 00:00:00,promotional,image,85234.0,11.35315569,0.0,9.0,0.0,48.0,0.38,-0.98,10.37,107.0,10.96,60.0,112.0,38.0,6.0,156.0,2.6,5.571428571,1.59924607,117262.0,274110.0,2.338,5.46,0.332,1.987869357,1.0,340.0,2.0,1.0,343.0,0.0,2.0,0.0,0.0,1.7e-05,-0.146561434,340.0,2.0,0.0,0.45481,0.3294118,0.00289949,False,1.3758,452.0,1
4123.0,706.0,2024-02-03 00:00:00,experiential,image,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,97.0,4.0,8.0,109.0,1.816666667,0.555555556,0.085015041,3319.0,3319.0,1.0,6.94,0.279,-1.063375435,0.0,264.0,9.0,0.0,273.0,1.0,2.0,0.0,0.000301,0.000603,0.263300673,264.0,3.0,0.0,0.39927,0.3674242,0.079542031,False,0.0609,361.0,1
6054.0,706.0,2024-10-07 00:00:00,experiential,video,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,82.0,9.0,0.0,91.0,1.516666667,10.0,-0.158173302,2832.0,4442.0,1.569,4.9,0.098,-1.368644597,0.0,82.0,4.0,1.0,87.0,4.0,9.0,1.0,0.001412,0.003178,1.73973707,82.0,14.0,0.0,1.04598,1.0,0.028954802,True,0.052,164.0,0
8150.0,706.0,2025-07-10 00:00:00,informational,carousel,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,44.0,16.0,11.0,71.0,1.183333333,1.416666667,0.338686397,11463.0,23977.0,2.092,6.66,0.2,0.341541366,0.0,164.0,1.0,1.0,166.0,3.0,1.0,10.0,0.000262,8.7e-05,1.154843585,164.0,14.0,0.0,0.42771,0.2682927,0.0143069,False,0.2103,208.0,1
8182.0,706.0,2025-07-02 00:00:00,informational,carousel,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,99.0,7.0,1.0,107.0,1.783333333,4.0,-0.073235583,7809.0,17161.0,2.198,6.67,0.14,0.07629198,0.0,99.0,4.0,0.0,103.0,5.0,0.0,5.0,0.00064,0.0,0.793838735,99.0,10.0,0.0,1.03883,1.0,0.01267768,True,0.1433,198.0,0
6301.0,706.0,2024-12-22 00:00:00,experiential,video,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,65.0,2.0,4.0,71.0,1.183333333,0.6,-0.419247855,7727.0,14635.0,1.894,8.01,0.08,0.215005832,0.0,85.0,0.0,0.0,85.0,1.0,2.0,6.0,0.000129,0.000259,0.852279558,85.0,9.0,0.0,0.83529,0.7647059,0.011000388,False,0.1418,150.0,0
9708.0,706.0,2024-11-27 00:00:00,experiential,image,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,171.0,3.0,3.0,177.0,2.95,1.0,0.384803391,16614.0,17411.0,1.048,5.59,0.16,-0.057565751,0.0,171.0,9.0,1.0,181.0,7.0,0.0,1.0,0.000421,0.0,0.631424105,171.0,8.0,0.0,0.9779,1.0,0.010292524,True,0.3048,342.0,0
9633.0,706.0,2025-11-19 00:00:00,informational,video,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,76.0,17.0,4.0,97.0,1.616666667,3.6,0.320431491,11847.0,34807.0,2.938,5.65,0.209,0.395449512,0.0,102.0,21.0,0.0,123.0,1.0,3.0,0.0,8.4e-05,0.000253,0.436494366,102.0,4.0,0.0,0.78862,0.745098,0.008609775,False,0.2174,178.0,0
2394.0,706.0,2025-11-18 00:00:00,experiential,video,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,57.0,18.0,3.0,78.0,1.3,4.75,0.176576365,8845.0,18639.0,2.107,5.72,0.084,-0.06292561,0.0,71.0,3.0,5.0,79.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,71.0,1.0,0.0,0.98734,0.8028169,0.008027134,False,0.1623,128.0,0
9425.0,706.0,2024-02-15 00:00:00,informational,image,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,113.0,4.0,13.0,130.0,2.166666667,0.357142857,0.423968372,16130.0,23619.0,1.464,6.04,0.309,0.233955214,0.0,113.0,1.0,0.0,114.0,6.0,0.0,1.0,0.000372,0.0,0.552466187,113.0,7.0,0.0,1.14035,1.0,0.00700558,True,0.2959,226.0,0
5461.0,706.0,2024-08-27 00:00:00,promotional,video,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,91.0,10.0,6.0,107.0,1.783333333,1.571428571,0.214972442,13541.0,24616.0,1.818,4.92,0.168,-0.029472646,0.0,91.0,4.0,0.0,95.0,1.0,2.0,0.0,7.4e-05,0.000148,0.263300673,91.0,3.0,0.0,1.12632,1.0,0.006720331,True,0.2484,182.0,0
6531.0,706.0,2025-10-24 00:00:00,experiential,video,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,239.0,1.0,11.0,251.0,4.183333333,0.166666667,1.161156751,40880.0,65161.0,1.594,5.19,0.23,0.822015925,0.0,239.0,0.0,1.0,240.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,239.0,1.0,0.0,1.04583,1.0,0.00584638,True,0.7501,478.0,0
6398.0,706.0,2025-03-22 00:00:00,informational,image,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,105.0,16.0,11.0,132.0,2.2,1.416666667,0.801264706,18841.0,25048.0,1.329,6.86,0.2,0.466219032,0.0,105.0,10.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,105.0,0.0,0.0,1.14783,1.0,0.005572953,True,0.3457,210.0,0
6076.0,706.0,2025-09-24 00:00:00,experiential,carousel,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,39.0,12.0,0.0,51.0,0.85,13.0,-0.353000376,7946.0,9363.0,1.178,6.6,0.13,-0.343637739,0.0,44.0,5.0,0.0,49.0,5.0,0.0,0.0,0.000629,0.0,0.251517449,44.0,5.0,0.0,1.04082,0.8863636,0.005537377,False,0.1458,83.0,0
6596.0,706.0,2024-12-04 00:00:00,informational,image,54503.0,10.90601103,0.0,14.0,0.0,47.0,0.58,-0.54,10.37,161.0,0.66,60.0,27.0,5.0,0.0,32.0,0.533333333,6.0,-0.750255728,17585.0,50800.0,2.889,5.12,0.21,0.563950287,0.0,94.0,3.0,1.0,98.0,3.0,2.0,0.0,0.000171,0.000114,0.67316278,94.0,5.0,0.0,0.32653,0.287234,0.005345465,False,0.3226,121.0,1
7009.0,317.0,2025-08-14 00:00:00,informational,image,58803.0,10.98194815,0.0,18.0,0.0,38.0,0.75,-0.29,10.69,142.0,5.92,60.0,39.0,16.0,2.0,57.0,0.95,5.666666667,-0.090948227,2066.0,2761.0,1.336,6.51,0.142,-1.344394488,0.0,91.0,0.0,1.0,92.0,2.0,1.0,1.0,0.000968,0.000484,0.468750347,91.0,4.0,0.0,0.61957,0.4285714,0.044046467,False,0.0351,130.0,1
8713.0,317.0,2024-01-17 00:00:00,experiential,carousel,58803.0,10.98194815,0.0,18.0,0.0,38.0,0.75,-0.29,10.69,142.0,5.92,60.0,109.0,11.0,1.0,121.0,2.016666667,6.0,0.177600549,6231.0,9908.0,1.59,6.49,0.063,-0.363972971,0.0,239.0,0.0,1.0,240.0,2.0,0.0,2.0,0.000321,0.0,0.174178116,239.0,4.0,0.0,0.50417,0.4560669,0.038356604,False,0.106,348.0,1
3168.0,317.0,2025-08-11 00:00:00,informational,carousel,58803.0,10.98194815,0.0,18.0,0.0,38.0,0.75,-0.29,10.69,142.0,5.92,60.0,101.0,2.0,1.0,104.0,1.733333333,1.5,-0.276823609,9896.0,15784.0,1.595,6.27,0.119,-0.043906573,0.0,154.0,3.0,1.0,158.0,1.0,2.0,3.0,0.000101,0.000202,0.682897697,154.0,6.0,0.0,0.65823,0.6558442,0.015561843,False,0.1683,255.0,1
6466.0,317.0,2024-10-11 00:00:00,informational,video,58803.0,10.98194815,0.0,18.0,0.0,38.0,0.75,-0.29,10.69,142.0,5.92,60.0,79.0,7.0,2.0,88.0,1.466666667,2.666666667,-0.181376339,7824.0,9298.0,1.188,5.34,0.247,-0.634674397,0.0,119.0,2.0,0.0,121.0,12.0,1.0,3.0,0.001534,0.000128,1.545602809,119.0,16.0,0.0,0.72727,0.6638655,0.015209611,False,0.1331,198.0,0
2332.0,317.0,2025-07-15 00:00:00,experiential,carousel,58803.0,10.98194815,0.0,18.0,0.0,38.0,0.75,-0.29,10.69,142.0,5.92,60.0,55.0,14.0,1.0,70.0,1.166666667,7.5,-0.100642286,10044.0,13549.0,1.349,5.2,0.123,-0.392088362,0.0,149.0,6.0,0.0,155.0,0.0,2.0,2.0,0.0,0.000199,0.18596134,149.0,4.0,0.0,0.45161,0.3691275,0.014834727,False,0.1708,204.0,1
6786.0,317.0,2024-09-29 00:00:00,promotional,video,58803.0,10.98194815,0.0,18.0,0.0,38.0,0.75,-0.29,10.69,142.0,5.92,60.0,102.0,4.0,6.0,112.0,1.866666667,0.714285714,0.035882769,9728.0,20045.0,2.061,8.11,0.227,0.473254505,0.0,135.0,0.0,0.0,135.0,2.0,1.0,0.0,0.000206,0.000103,0.258951836,135.0,3.0,0.0,0.82963,0.7555556,0.013877467,False,0.1654,237.0,0
447.0,317.0,2025-08-18 00:00:00,informational,carousel,58803.0,10.98194815,0.0,18.0,0.0,38.0,0.75,-0.29,10.69,142.0,5.92,60.0,11.0,14.0,3.0,28.0,0.466666667,3.75,-0.347256803,10359.0,19358.0,1.869,7.38,0.083,0.323200963,0.0,142.0,2.0,1.0,145.0,4.0,2.0,2.0,0.000386,0.000193,1.137631681,142.0,8.0,0.0,0.1931,0.0774648,0.013707887,False,0.1762,153.0,1
1088.0,317.0,2024-03-15 00:00:00,informational,image,58803.0,10.98194815,0.0,18.0,0.0,38.0,0.75,-0.29,10.69,142.0,5.92,60.0,53.0,14.0,2.0,69.0,1.15,5.0,-0.072284525,12423.0,17890.0,1.44,6.03,0.204,0.01493845,0.0,142.0,2.0,0.0,144.0,3.0,0.0,3.0,0.000241,0.0,0.43136051,142.0,6.0,0.0,0.47917,0.3732394,0.011430411,False,0.2113,195.0,1
